Player,Player ID,Date of Birth,Team,TOI (sec),TOI (min),Total Games played,Total TOI/GP (sec),Total TOI/GP (min),G,A,PTS,+/-,S,Sh%,Position,Expected Goals For WOI,Actual to Expected Goals For WOI,Expected Goals Against WOI,Actual to Expected Goals Against WOI,Shot Attempts For WOI,Corsi Ratio,Shot Attempts Against WOI,Shots On Net For WOI,Shots On Net Ratio,Shots On Net Against WOI,Inner Slot Shots On Net For WOI,Inner Slot Shots On Net Against WOI,Inner Slot Shots On Net Corsi Ratio,Successful Pass to Slot For WOI,Successful Pass to Slot Against WOI,DZ Rebound Recovery Rate WOI,Successful OZ Rebound LPRs Against WOI
Braden Schneider,8482073,2001-09-20,NYR,78081.91333333333,1301:22,82,952.2184552845528,15:52,5,14,19,-2,106,0.04716981132075472,D,58.15434707970098,-0.1543470797009842,66.0058268234914,2.99417317650857,1196.0,0.4768740031897927,1312.0,652.0,0.481180811808118,703.0,128.0,153.0,0.4555160142348754,255.0,319.0,0.5221445221445221,205.0
Simon Nemec,8483495,2004-02-15,NJD,71427.88,1190:28,60,1190.4646666666667,19:50,3,16,19,-7,89,0.033707865168539325,D,62.690845744231325,-6.690845744231325,57.83379249594923,3.1662075040507687,1184.0,0.5016949152542373,1176.0,630.0,0.5064308681672026,614.0,148.0,133.0,0.5266903914590747,287.0,272.0,0.532608695652174,172.0
Christopher Tanev,8475690,1989-12-20,DAL,88702.55666666667,1478:23,75,1182.7007555555556,19:43,2,17,19,21,61,0.03278688524590164,D,64.15274690045142,-4.152746900451362,77.1575202157623,-8.157520215762352,1278.0,0.4564285714285714,1522.0,708.0,0.4826175869120654,759.0,146.0,175.0,0.454828660436137,314.0,382.0,0.5380952380952381,195.0
Mikhail Sergachev,8479410,1998-06-25,TBL,46046.303333333315,767:26,34,1354.3030392156857,22:34,2,17,19,-16,62,0.03225806451612903,D,36.473728023626414,-4.473728023626395,41.03197191935902,5.968028080640991,699.0,0.4844074844074844,744.0,382.0,0.4780976220275344,417.0,83.0,101.0,0.4510869565217391,190.0,224.0,0.4310344827586206,132.0
Nils Lundkvist,8480878,2000-07-27,DAL,49934.48666666667,832:14,59,846.3472316384181,14:06,2,17,19,14,80,0.025,D,43.1050498515927,5.894950148407268,31.811134683393963,-4.811134683393973,911.0,0.5537993920972645,734.0,462.0,0.5310344827586206,408.0,105.0,78.0,0.5737704918032787,246.0,154.0,0.5684647302904564,104.0
Radko Gudas,8475462,1990-06-05,ANA,77186.27666666669,1286:26,66,1169.489040404041,19:29,6,12,18,14,99,0.06060606060606061,D,42.21919708208077,10.780802917919212,72.79770445156137,1.2022955484385918,1018.0,0.4067119456652017,1485.0,549.0,0.4178082191780822,765.0,112.0,153.0,0.4226415094339623,180.0,390.0,0.4988452655889145,217.0
Aaron Ekblad,8477932,1996-02-07,FLA,63932.076666666646,1065:32,51,1253.5701307189538,20:54,4,14,18,24,113,0.035398230088495575,D,52.76150442698703,-4.7615044269870594,52.835446376381384,-19.835446376381352,1137.0,0.5409134157944815,965.0,599.0,0.5245183887915937,543.0,133.0,120.0,0.525691699604743,249.0,243.0,0.5419161676646707,151.0
Adam Larsson,8476457,1992-11-12,SEA,111546.00666666664,1859:06,81,1377.1111934156374,22:57,4,14,18,7,140,0.02857142857142857,D,66.50034634000721,-5.500346340007298,100.16355093458807,-8.163550934588077,1624.0,0.4471365638766519,2008.0,802.0,0.4268227780734433,1077.0,145.0,200.0,0.4202898550724637,319.0,544.0,0.472668810289389,328.0
Olli Maatta,8476874,1994-08-22,DET,69332.02,1155:32,72,962.9447222222224,16:03,4,14,18,13,54,0.07407407407407407,D,44.297092397379984,1.702907602619999,46.168497731939944,-9.168497731939931,893.0,0.4501008064516129,1091.0,471.0,0.4511494252873563,573.0,99.0,99.0,0.5,230.0,204.0,0.5654761904761905,145.0
Connor Clifton,8477365,1995-04-28,BUF,78371.86666666665,1306:12,79,992.0489451476792,16:32,4,14,18,11,89,0.0449438202247191,D,46.63030256041377,3.3696974395862247,77.8004748925391,-10.80047489253903,1030.0,0.4413024850042845,1304.0,569.0,0.4380292532717475,730.0,113.0,165.0,0.4064748201438849,201.0,395.0,0.4896551724137931,222.0
Samuel Girard,8479398,1998-05-12,COL,68629.00999999998,1143:49,59,1163.2035593220337,19:23,3,15,18,0,87,0.034482758620689655,D,53.95514325294864,0.0448567470513661,61.656684508274445,5.343315491725547,1193.0,0.5209606986899563,1097.0,643.0,0.5193861066235864,595.0,126.0,139.0,0.4754716981132075,250.0,258.0,0.5302593659942363,163.0
Mikey Anderson,8479998,1999-05-25,LAK,91601.34666666666,1526:41,74,1237.856036036036,20:38,2,16,18,23,96,0.020833333333333332,D,61.62825082792047,-8.628250827920441,66.60148689747808,-16.601486897478104,1350.0,0.481283422459893,1455.0,731.0,0.4962661235573659,742.0,140.0,163.0,0.462046204620462,229.0,375.0,0.5223214285714286,214.0
Dylan Samberg,8480049,1999-01-24,WPG,73072.69333333334,1217:53,78,936.8294017094016,15:37,1,17,18,16,88,0.011363636363636364,D,49.50983253907911,-10.509832539079063,58.7215232380502,-10.721523238050178,1041.0,0.467654986522911,1185.0,589.0,0.4949579831932773,601.0,119.0,127.0,0.483739837398374,232.0,353.0,0.4849315068493151,189.0
Alec Martinez,8474166,1987-07-26,VGK,62814.26666666668,1046:54,55,1142.077575757576,19:02,4,13,17,-3,82,0.04878048780487805,D,44.615438148181504,5.3845618518185425,52.67824380254782,4.321756197452162,959.0,0.4387008234217749,1227.0,513.0,0.4638336347197107,593.0,99.0,101.0,0.495,227.0,262.0,0.4582132564841498,187.0
Niko Mikkola,8478859,1996-04-27,FLA,98577.17666666668,1642:57,82,1202.1606910569108,20:02,3,14,17,13,101,0.0297029702970297,D,67.35907767533354,-11.359077675333516,74.6114709147416,-1.6114709147416288,1507.0,0.4985114125041349,1516.0,804.0,0.4887537993920973,841.0,163.0,172.0,0.4865671641791044,334.0,346.0,0.5903614457831325,205.0
Ryan Lindgren,8479324,1998-02-11,NYR,88345.52999999998,1472:26,76,1162.441184210526,19:22,3,14,17,23,72,0.041666666666666664,D,54.83107160018244,2.1689283998175743,80.99688089497286,-18.99688089497291,1177.0,0.4320851688693098,1547.0,630.0,0.4368932038834951,812.0,117.0,197.0,0.3726114649681528,286.0,420.0,0.504950495049505,250.0
Ryan Suter,8470600,1985-01-21,DAL,93121.07333333338,1552:01,82,1135.622845528456,18:56,2,15,17,15,113,0.017699115044247787,D,62.13313410500724,8.866865894992749,67.5275425630316,-0.5275425630316207,1412.0,0.4868965517241379,1488.0,745.0,0.4763427109974424,819.0,143.0,166.0,0.4627831715210356,330.0,380.0,0.5377358490566038,196.0
Juuso Valimaki,8479976,1998-10-06,ARI,77907.74999999997,1298:28,68,1145.7022058823525,19:06,2,15,17,11,76,0.02631578947368421,D,63.465848884660645,2.5341511153393017,53.60663807351363,-7.606638073513646,1192.0,0.5008403361344538,1188.0,640.0,0.5071315372424723,622.0,139.0,115.0,0.547244094488189,366.0,261.0,0.5552407932011332,158.0
Jackson Lacombe,8481605,2001-01-09,ANA,82554.71333333332,1375:55,71,1162.7424413145538,19:23,2,15,17,-22,59,0.03389830508474576,D,51.70738323102768,-11.707383231027636,76.6792294835385,6.320770516461431,1014.0,0.4019024970273483,1509.0,559.0,0.4140740740740741,791.0,129.0,173.0,0.4271523178807947,220.0,419.0,0.4893162393162393,241.0
Calen Addison,8480884,2000-04-11,SJS,74609.49666666663,1243:29,72,1036.2430092592588,17:16,1,16,17,-38,102,0.00980392156862745,D,58.31917317451239,-6.319173174512435,65.50860254774778,-4.508602547747806,1252.0,0.5066774585188183,1219.0,621.0,0.4874411302982731,653.0,120.0,152.0,0.4411764705882353,331.0,320.0,0.4878706199460916,190.0
Scott Perunovich,8481059,1998-08-18,STL,49432.37666666668,823:52,54,915.4143827160495,15:15,0,17,17,1,43,0%,D,43.92222787961536,2.077772120384621,32.45572322815443,-3.455723228154422,806.0,0.5405767940979208,685.0,448.0,0.5517241379310345,364.0,84.0,87.0,0.4912280701754385,249.0,156.0,0.5235849056603774,101.0
Brian Dumoulin,8475208,1991-09-06,SEA,81639.51333333329,1360:40,80,1020.493916666666,17:00,6,10,16,3,75,0.08,D,49.539572409923736,-7.539572409923774,57.9729251720049,-4.972925172004851,1202.0,0.4991694352159468,1206.0,608.0,0.4813935075217735,655.0,101.0,140.0,0.4190871369294606,240.0,298.0,0.5412087912087912,166.0
Dougie Hamilton,8476462,1993-06-17,NJD,25129.10999999998,418:49,20,1256.455499999999,20:56,5,11,16,-8,72,0.06944444444444445,D,25.634983203495377,-0.6349832034953912,19.36058499545981,0.6394150045401862,543.0,0.6101123595505618,347.0,291.0,0.575098814229249,215.0,58.0,47.0,0.5523809523809524,127.0,65.0,0.6283185840707964,42.0
Jack Johnson,8471677,1987-01-13,COL,71475.76333333334,1191:16,80,893.4470416666668,14:53,3,13,16,16,81,0.037037037037037035,D,47.81877227744506,7.181227722554957,56.06320682440818,-8.063206824408194,1107.0,0.4738869863013699,1229.0,580.0,0.475799835931091,639.0,111.0,152.0,0.4220532319391635,216.0,276.0,0.5121293800539084,180.0
Brett Kulak,8476967,1994-01-06,EDM,75660.08666666666,1261:00,82,922.6839837398372,15:23,3,13,16,0,99,0.030303030303030304,D,57.45776942329689,-10.457769423296918,52.71098486109615,-0.7109848610961315,1129.0,0.5069600359227661,1098.0,612.0,0.5142857142857142,578.0,154.0,111.0,0.5811320754716981,265.0,278.0,0.5317220543806647,154.0
Martin Fehervary,8480796,1999-10-06,WSH,77758.19333333331,1295:58,66,1178.1544444444442,19:38,3,13,16,-6,69,0.043478260869565216,D,49.198193112859336,-11.198193112859324,64.91761000922465,-2.917610009224643,1078.0,0.4355555555555555,1397.0,523.0,0.4255492270138324,706.0,126.0,147.0,0.4615384615384615,267.0,336.0,0.5526992287917738,174.0
Alex Vlasic,8481568,2001-06-05,CHI,98097.0566666667,1634:57,76,1290.7507456140356,21:31,2,14,16,-5,73,0.0273972602739726,D,58.28521173962756,-1.2852117396275966,84.35175677952637,-6.351756779526389,1239.0,0.4243150684931507,1681.0,680.0,0.4342273307790549,886.0,144.0,189.0,0.4324324324324324,240.0,505.0,0.5168141592920354,273.0
Adam Pelech,8476917,1994-08-16,NYI,70682.73666666668,1178:03,58,1218.6678735632186,20:19,1,15,16,-2,81,0.012345679012345678,D,42.96479422830785,0.0352057716921209,74.08592533598164,-4.0859253359816865,1030.0,0.4243922538112896,1397.0,532.0,0.4262820512820512,716.0,106.0,169.0,0.3854545454545454,212.0,362.0,0.5243619489559165,205.0
Brendan Smith,8474090,1989-02-08,NJD,60817.59666666667,1013:38,63,965.3586772486772,16:05,5,10,15,-5,59,0.0847457627118644,D,39.58109604580472,1.4189039541952937,56.78965380695732,7.210346193042719,787.0,0.419286094832179,1090.0,430.0,0.4304304304304304,569.0,82.0,119.0,0.4079601990049751,156.0,314.0,0.5422740524781341,156.0
Kevin Korchinski,8483466,2004-06-21,CHI,89362.32666666666,1489:22,76,1175.820087719298,19:36,5,10,15,-38,105,0.047619047619047616,D,63.32310571849094,-15.323105718490938,74.21651798304116,-0.2165179830411771,1348.0,0.4763250883392226,1482.0,702.0,0.4615384615384615,819.0,144.0,171.0,0.4571428571428571,292.0,401.0,0.5513833992094862,228.0
Jamie Oleksiak,8476467,1992-12-21,SEA,96747.29333333332,1612:27,82,1179.8450406504064,19:40,2,13,15,-2,113,0.017699115044247787,D,56.097926685032256,-1.0979266850323186,92.64056123175568,0.3594387682443425,1325.0,0.4081947011706716,1921.0,703.0,0.419200954084675,974.0,135.0,175.0,0.4354838709677419,288.0,585.0,0.4768683274021352,293.0
Tyson Barrie,8475197,1991-07-26,NSH,45063.15666666668,751:03,41,1099.1013821138215,18:19,1,14,15,-10,69,0.014492753623188406,D,42.17074133684245,-1.1707413368424788,35.36816030589392,-8.368160305893923,748.0,0.5219818562456385,685.0,418.0,0.5141451414514145,395.0,103.0,78.0,0.569060773480663,226.0,166.0,0.5905172413793104,95.0
Jeremy Lauzon,8478468,1997-04-28,NSH,88175.34,1469:35,79,1116.1435443037974,18:36,6,8,14,-6,114,0.05263157894736842,D,58.550949187305605,-6.550949187305613,87.95607072072853,5.04392927927153,1192.0,0.4444444444444444,1490.0,665.0,0.4472091459314055,822.0,149.0,189.0,0.4408284023668639,268.0,408.0,0.4978813559322034,237.0
Brandon Carlo,8478443,1996-11-26,BOS,90859.14333333333,1514:19,76,1195.515043859649,19:56,4,10,14,20,91,0.04395604395604396,D,55.91923181517464,5.080768184825395,93.57234900747792,-19.572349007477943,1038.0,0.3713774597495528,1757.0,594.0,0.3887434554973822,934.0,150.0,216.0,0.4098360655737705,228.0,458.0,0.5218216318785579,253.0
Jacob Bernard-Docker,8480879,2000-06-30,OTT,67744.84999999998,1129:05,72,940.900694444444,15:41,4,10,14,-4,56,0.07142857142857142,D,41.94431802064879,3.055681979351231,64.13547419375958,4.864525806240447,952.0,0.4403330249768732,1210.0,498.0,0.4458370635631155,619.0,102.0,148.0,0.408,174.0,335.0,0.4875346260387811,185.0
Zach Bogosian,8474567,1990-07-15,MIN,69610.20666666665,1160:10,65,1070.9262564102562,17:51,3,11,14,11,82,0.036585365853658534,D,46.423731598898854,4.5762684011011405,49.51518642595046,7.484813574049536,1049.0,0.478776814240073,1142.0,535.0,0.4734513274336283,595.0,110.0,108.0,0.5045871559633027,251.0,263.0,0.5722379603399433,150.0
Ryan Graves,8477435,1995-05-21,PIT,77146.44666666664,1285:46,70,1102.092095238095,18:22,3,11,14,10,78,0.038461538461538464,D,55.85015213903281,-15.85015213903278,67.3427761637126,-9.34277616371258,1131.0,0.4395647104547221,1442.0,621.0,0.4697428139183056,701.0,132.0,138.0,0.4888888888888889,262.0,349.0,0.5192307692307693,200.0
Jordan Harris,8480887,2000-07-07,MTL,58619.37666666666,976:59,56,1046.774583333333,17:27,3,11,14,-8,49,0.061224489795918366,D,37.3157469592785,-2.315746959278486,55.79324196886652,0.2067580311334391,783.0,0.4342762063227953,1020.0,410.0,0.431578947368421,540.0,97.0,136.0,0.4163090128755364,176.0,241.0,0.4377104377104377,167.0
Nate Schmidt,8477220,1991-07-16,WPG,63513.26666666666,1058:33,63,1008.14708994709,16:48,2,12,14,9,81,0.024691358024691357,D,49.0667189094708,-10.066718909470756,35.839746484865756,-1.839746484865742,1015.0,0.5486486486486486,835.0,546.0,0.5628865979381443,424.0,115.0,78.0,0.5958549222797928,244.0,216.0,0.5236220472440944,121.0
Zach Whitecloud,8480727,1996-11-28,VGK,64301.92666666666,1071:42,61,1054.1299453551912,17:34,2,12,14,-2,58,0.034482758620689655,D,41.35668342147459,-6.35668342147459,49.206125528503165,2.793874471496874,874.0,0.4477459016393442,1078.0,481.0,0.4647342995169082,554.0,105.0,102.0,0.5072463768115942,188.0,242.0,0.4909090909090909,168.0
Nick Jensen,8475324,1990-09-21,WSH,91902.58666666666,1531:43,78,1178.2382905982904,19:38,1,13,14,-10,86,0.011627906976744186,D,49.738108191130856,-3.7381081911308143,89.26527151159543,-2.265271511595477,1104.0,0.3805584281282316,1797.0,581.0,0.3834983498349835,934.0,126.0,194.0,0.39375,255.0,503.0,0.4962686567164179,271.0
Urho Vaakanainen,8480001,1999-01-01,ANA,71234.04333333333,1187:14,68,1047.5594607843136,17:28,1,13,14,1,78,0.01282051282051282,D,39.58545683280971,6.414543167190269,66.49664991052747,0.5033500894724308,953.0,0.4318078840054372,1254.0,529.0,0.4375516956162117,680.0,98.0,144.0,0.4049586776859504,176.0,331.0,0.5145888594164456,182.0
Trevor van Riemsdyk,8477845,1991-07-24,WSH,78324.4166666667,1305:24,70,1118.9202380952386,18:39,0,14,14,-7,87,0%,D,50.130901208548146,-4.130901208548131,59.98753672005425,8.012463279945772,1031.0,0.4333753678015973,1348.0,532.0,0.4371405094494659,685.0,128.0,133.0,0.4904214559386973,267.0,323.0,0.5225464190981433,179.0
Justin Barron,8482111,2001-11-15,MTL,53645.596666666665,894:06,48,1117.6165972222225,18:38,7,6,13,-7,64,0.109375,D,39.09447209821097,-6.094472098210989,41.33155347502462,3.668446524975373,800.0,0.4784688995215311,872.0,406.0,0.4709976798143852,456.0,93.0,103.0,0.4744897959183674,209.0,189.0,0.5020408163265306,122.0
Johnathan Kovacevic,8480192,1997-07-12,MTL,61382.239999999976,1023:02,62,990.0361290322576,16:30,6,7,13,12,54,0.1111111111111111,D,38.99395721417974,5.006042785820221,65.38459624595889,-16.38459624595894,825.0,0.4219948849104859,1130.0,437.0,0.4250972762645914,591.0,96.0,136.0,0.4137931034482758,164.0,300.0,0.4812680115273775,180.0
Jake Bean,8479402,1998-06-09,CBJ,70432.37333333331,1173:52,72,978.227407407407,16:18,4,9,13,-9,84,0.047619047619047616,D,44.81793036326419,-3.817930363264185,63.709335421122425,-3.709335421122373,1052.0,0.4463300806109461,1305.0,554.0,0.4453376205787781,690.0,95.0,131.0,0.4203539823008849,177.0,313.0,0.5224586288416075,202.0
Mason Lohrei,8482511,2001-01-17,BOS,41672.72333333334,694:33,41,1016.407886178862,16:56,4,9,13,-2,42,0.09523809523809523,D,31.30042906195811,0.6995709380418955,33.02636197119853,-3.026361971198507,600.0,0.463678516228748,694.0,321.0,0.4665697674418604,367.0,74.0,80.0,0.4805194805194805,144.0,161.0,0.5432692307692307,95.0
Brett Pesce,8477488,1994-11-15,CAR,85387.20999999998,1423:07,70,1219.8172857142854,20:20,3,10,13,11,110,0.02727272727272727,D,63.574011597095925,-8.574011597095907,65.30259569483445,-1.3025956948344457,1474.0,0.5455218356772761,1228.0,729.0,0.5248380129589633,660.0,145.0,153.0,0.4865771812080537,296.0,323.0,0.5013262599469496,189.0
Dante Fabbro,8479371,1998-06-20,NSH,54888.05999999999,914:48,56,980.1439285714284,16:20,3,10,13,6,66,0.045454545454545456,D,40.303571433444645,-1.3035714334446282,42.09119805283248,-0.0911980528324926,853.0,0.4843838727995457,908.0,440.0,0.4803493449781659,476.0,101.0,90.0,0.5287958115183246,179.0,210.0,0.5352112676056338,134.0
Erik Cernak,8478416,1997-05-28,TBL,79507.06000000001,1325:07,69,1152.2762318840582,19:12,2,11,13,4,67,0.029850746268656716,D,47.06818761976264,-0.0681876197626372,75.81715753353033,-1.817157533530375,995.0,0.4061224489795918,1455.0,510.0,0.4012588512981904,761.0,127.0,157.0,0.4471830985915493,237.0,416.0,0.5044052863436124,225.0
Nick Seeler,8476372,1993-06-03,PHI,72129.06333333332,1202:09,71,1015.9023004694834,16:56,1,12,13,9,111,0.009009009009009009,D,56.25020598611898,-1.2502059861189263,63.97150870868101,-8.971508708680947,1223.0,0.4727483571704677,1364.0,683.0,0.5286377708978328,609.0,132.0,132.0,0.5,229.0,350.0,0.5067385444743935,183.0
Marc-Edouard Vlasic,8471709,1987-03-30,SJS,55581.8766666667,926:22,57,975.1206432748544,16:15,6,6,12,-26,76,0.07894736842105263,D,31.01531542652199,-4.015315426521985,59.11138896583157,4.888611034168403,747.0,0.3984,1128.0,389.0,0.398157625383828,588.0,69.0,136.0,0.3365853658536585,126.0,321.0,0.445859872611465,175.0
Matt Dumba,8476856,1994-07-25,TBL,89843.10000000003,1497:23,76,1182.146052631579,19:42,4,8,12,-16,99,0.04040404040404041,D,53.386211625970475,-4.386211625970531,98.97151723342304,-3.971517233423035,1103.0,0.3928062678062678,1705.0,603.0,0.3910505836575875,939.0,132.0,219.0,0.376068376068376,277.0,479.0,0.4696132596685083,289.0
Jani Hakanpaa,8475825,1992-03-31,DAL,71526.84999999998,1192:07,64,1117.6070312499996,18:38,2,10,12,10,64,0.03125,D,41.39806060928792,9.60193939071207,75.0079476500986,2.992052349901457,909.0,0.3955613577023498,1389.0,495.0,0.3953674121405751,757.0,91.0,158.0,0.3654618473895582,173.0,404.0,0.5141509433962265,205.0
Nicolas Hague,8479980,1998-12-05,VGK,81178.59666666664,1352:59,73,1112.035570776255,18:32,2,10,12,-6,108,0.018518518518518517,D,53.864001533750816,-6.864001533750791,65.82865153699049,1.171348463009522,1112.0,0.4318446601941748,1463.0,611.0,0.4411552346570397,774.0,141.0,141.0,0.5,276.0,334.0,0.4923076923076923,231.0
Jon Merrill,8475750,1992-02-03,MIN,49725.85999999999,828:46,65,765.0132307692307,12:45,4,7,11,0,50,0.08,D,27.62314565099562,1.3768543490043597,38.82458375281134,-3.8245837528113578,722.0,0.4871794871794871,760.0,369.0,0.4706632653061224,415.0,64.0,82.0,0.4383561643835616,156.0,158.0,0.5059288537549407,126.0
Tony DeAngelo,8477950,1995-10-24,CAR,26646.276666666665,444:06,31,859.5573118279569,14:20,3,8,11,-7,47,0.06382978723404255,D,27.875945281739153,-2.8759452817391633,18.822039928849,2.1779600711510003,554.0,0.6183035714285714,342.0,287.0,0.5881147540983607,201.0,49.0,49.0,0.5,154.0,78.0,0.4672897196261682,58.0
Henry Thrun,8481567,2001-03-12,SJS,61251.246666666695,1020:51,51,1201.0048366013075,20:01,3,8,11,-22,52,0.057692307692307696,D,34.65649458347781,-0.6564945834777991,62.78685230990374,0.2131476900962566,771.0,0.4013534617386777,1150.0,394.0,0.3862745098039216,626.0,77.0,134.0,0.3649289099526066,174.0,329.0,0.4548022598870056,192.0
Ian Cole,8474013,1989-02-21,VAN,87457.85999999996,1457:38,78,1121.254615384615,18:41,2,9,11,12,80,0.025,D,53.50071265448704,3.4992873455129674,77.97183126632365,5.028168733676404,1098.0,0.4219830899308224,1504.0,598.0,0.4250177683013504,809.0,138.0,172.0,0.4451612903225806,243.0,378.0,0.4957081545064378,236.0
Matt Grzelcyk,8476891,1994-01-05,BOS,66517.04,1108:37,63,1055.8260317460315,17:36,2,9,11,13,67,0.029850746268656716,D,52.02702266387414,-7.027022663874085,54.31150430721075,-17.311504307210747,942.0,0.4377323420074349,1210.0,514.0,0.4419604471195185,649.0,138.0,136.0,0.5036496350364964,227.0,249.0,0.4918918918918919,188.0
Pierre-Olivier Joseph,8480058,1999-07-01,PIT,47015.54666666667,783:36,52,904.1451282051282,15:04,2,9,11,-3,42,0.047619047619047616,D,36.66495222924542,-1.66495222924543,40.874205203465166,0.1257947965348376,752.0,0.4826700898587933,806.0,395.0,0.4870530209617756,416.0,81.0,102.0,0.4426229508196721,152.0,187.0,0.5217391304347826,110.0
Vincent Desharnais,8479576,1996-05-29,EDM,73670.18666666666,1227:50,78,944.4895726495726,15:44,1,10,11,5,48,0.020833333333333332,D,47.334254410837445,-15.334254410837431,52.724904178088906,-0.7249041780888853,992.0,0.4771524771524771,1087.0,533.0,0.4810469314079422,575.0,128.0,102.0,0.5565217391304348,222.0,299.0,0.5340909090909091,164.0
Kevin Bahl,8480860,2000-06-27,NJD,85562.92666666667,1426:03,82,1043.450325203252,17:23,1,10,11,1,72,0.013888888888888888,D,53.968065107445724,10.031934892554322,74.46209903441911,10.53790096558084,1124.0,0.4413034943070278,1423.0,604.0,0.4383164005805515,774.0,127.0,185.0,0.407051282051282,239.0,379.0,0.4914163090128755,236.0
Calvin De Haan,8475177,1991-05-09,TBL,58742.31666666668,979:02,59,995.6324858757064,16:36,3,7,10,-10,66,0.045454545454545456,D,38.74387486993188,-9.743874869931863,44.99438792022172,11.005612079778295,805.0,0.4618473895582329,938.0,410.0,0.4591265397536394,483.0,98.0,96.0,0.5051546391752577,166.0,231.0,0.4785714285714286,147.0
Josh Brown,8476806,1990-07-02,ARI,45168.373333333344,752:48,51,885.6543790849676,14:46,3,7,10,3,49,0.061224489795918366,D,29.715759300633486,6.284240699366499,47.53704963522243,1.4629503647775162,544.0,0.3651006711409396,946.0,321.0,0.3825983313468414,518.0,67.0,105.0,0.3895348837209302,143.0,268.0,0.4829931972789115,153.0
Sam Malinski,8484258,1998-07-27,COL,19594.04666666667,326:34,23,851.9150724637682,14:12,3,7,10,3,39,0.07692307692307693,D,12.706057125546808,6.293942874453199,12.66137650609816,1.338623493901841,316.0,0.4976377952755905,319.0,164.0,0.5093167701863354,158.0,24.0,34.0,0.4137931034482758,64.0,61.0,0.4337349397590361,48.0
Gustav Lindström,8480184,1998-10-20,ANA,42472.43666666667,707:52,46,923.3138405797102,15:23,3,7,10,13,33,0.09090909090909091,D,27.60067574223757,2.399324257762415,32.65535655427527,-6.655356554275255,533.0,0.4301856335754641,706.0,295.0,0.4483282674772036,363.0,65.0,75.0,0.4642857142857143,129.0,156.0,0.5601851851851852,95.0
Jayden Struble,8481593,2001-09-08,MTL,54032.9,900:33,56,964.8732142857144,16:05,3,7,10,-4,52,0.057692307692307696,D,33.934240524727976,-0.9342405247279828,45.87801296185661,-7.8780129618566095,753.0,0.4466192170818505,933.0,396.0,0.4459459459459459,492.0,85.0,114.0,0.4271356783919598,165.0,234.0,0.4394463667820069,162.0
Arber Xhekaj,8482964,2001-01-30,MTL,42023.63666666669,700:24,44,955.082651515152,15:55,3,7,10,5,67,0.04477611940298507,D,31.111740479672697,2.8882595203273183,33.336521138655584,-3.3365211386555673,657.0,0.4932432432432432,675.0,346.0,0.490084985835694,360.0,75.0,69.0,0.5208333333333334,161.0,149.0,0.4845360824742268,100.0
Jamie Drysdale,8482142,2002-04-08,PHI,40034.89000000001,667:15,34,1177.4967647058825,19:37,3,7,10,-20,62,0.04838709677419355,D,33.83756067393666,-13.837560673936652,28.946697193667234,2.053302806332764,757.0,0.5493468795355588,621.0,393.0,0.5582386363636364,311.0,75.0,76.0,0.4966887417218543,140.0,133.0,0.5135135135135135,90.0
Ben Hutton,8477018,1993-04-20,VGK,39957.88000000001,665:58,41,974.5824390243904,16:15,2,8,10,12,65,0.03076923076923077,D,34.14063334682915,1.8593666531708624,24.619052025029735,-2.619052025029753,666.0,0.5450081833060556,556.0,361.0,0.5623052959501558,281.0,74.0,50.0,0.5967741935483871,201.0,115.0,0.5493827160493827,73.0
Andreas Englund,8477971,1996-01-21,LAK,64981.790000000015,1083:02,82,792.4608536585367,13:12,1,9,10,-4,46,0.021739130434782608,D,40.344631939111295,-3.3446319391112875,46.68672210515012,4.313277894849877,983.0,0.4888115365489806,1028.0,531.0,0.4862637362637362,561.0,100.0,118.0,0.4587155963302752,185.0,221.0,0.536741214057508,145.0
Andrew Peeke,8479369,1998-03-17,BOS,37381.73333333334,623:02,38,983.7298245614036,16:24,1,9,10,0,41,0.024390243902439025,D,20.985363287482414,6.014636712517591,34.32695718235877,2.673042817641222,494.0,0.4147774979009236,697.0,261.0,0.4357262103505843,338.0,52.0,83.0,0.3851851851851852,79.0,180.0,0.5023474178403756,106.0
Ty Emberson,8480834,2000-05-23,SJS,33449.47666666666,557:29,30,1114.982555555555,18:35,1,9,10,-4,32,0.03125,D,17.907461696081437,-0.9074616960814316,26.273555651344232,-3.2735556513442337,452.0,0.4312977099236641,596.0,237.0,0.4497153700189753,290.0,33.0,56.0,0.3707865168539326,89.0,158.0,0.4967741935483871,78.0
Conor Timmins,8479982,1998-09-18,TOR,24021.409999999985,400:21,25,960.8563999999994,16:01,1,9,10,9,28,0.03571428571428571,D,28.36032053522355,-2.360320535223566,15.771074659624764,-0.771074659624766,456.0,0.5876288659793815,320.0,256.0,0.6066350710900474,166.0,66.0,38.0,0.6346153846153846,123.0,72.0,0.4516129032258064,52.0
Adam Boqvist,8480871,2000-08-15,CBJ,38417.73999999999,640:18,35,1097.649714285714,18:18,1,9,10,-9,52,0.019230769230769232,D,34.9770310671002,-3.977031067100204,31.523751544347657,-0.5237515443476652,732.0,0.5402214022140222,623.0,379.0,0.5213204951856947,348.0,74.0,72.0,0.5068493150684932,166.0,152.0,0.5343137254901961,95.0
